"","JARAS_NEV","REGIO_NEV","MEGYE_NEV","VON_IDO","TYWM101","TYWM102","TYWM103","TYWM104","TYWM105","TYWM106","TYWM107","TYWM302","TYWM303","TYWM304","TYWM305","TYWM201","TYWM202","TYWM203","TYWM204","TYWM205","TYWM301","TYWM401","TYWM402","TYWM403","TYWM404","TYWM405","TYWM406","TYWF103","TYWW701","TYWW702","TYWW801","TYWW802","TYWW803","TYWW804","TYWW403","TYWW404","TYWW405","TYWW601","TYWW602","TYWW101","TYWW102","TYWW103","TYWW104","TYWW603","TYWW201","TYWW202","TYWW203","TYWW204","TYWW604","TYWW605","TYWW606","TYWW607","TYWW007","TYWW401","TYWW402","TYWW307","TYWW308","TYWW309","TYWW301","TYWW302","TYWW303","TYWW304","TYWW305","TYWW306","TYWX002","TYWG102","TYWJ111","TYWH301","TYWK001","TYWH204","TYWH203","TYWA002","TYWK002","TYWJ109","TYWK101","TYWH201","TYWH108","TYWH202","TYWA001","TYWB001","TYWH102","TYWH104","TYWH103","TYWP010","TYWP011","TYWH106","TYWB101","TYWB107","TYWP009","TYWH107","TYWL001","TYWJ107","TYWH105","TYWJ110","TYWH001","TYWL002","TYWP007","TYWG004","TYWG009","TYWP002","TYWP001","TYWG010","TYWG005","TYWG101","TYWP006","TYWC001","TYWF001","TYWL003","TYWG002","TYWB108","TYWL004","TYWL008","TYWG006","TYWQ001","TYWH003","TYWP005","TYWG007","TYWP004","TYWP003","TYWP008","TYWB201","TYWP012","TYWB301","TYWB305","TYWL005","TYWQ002","TYWH002","TYWQ003","TYWL007","TYWR001","TYWG008","TYWL006","TYWG001","TYWX001","TYWH101","TYWH004","TYWH005","TYWJ105","TYWJ106","TYWJ013","TYWJ012","TYWJ011","TYWR003","TYWA201","TYWA102","TYWA101","TYWZ006","TYWZ007","TYWZ008","TYWJ001","TYWJ002","TYWZ004","TYWZ005","TYWZ003","TYWZ009","TYWR002","TYWZ002","TYWZ001","TYWJ104","TYWO041","TYWO042","TYWO043","TYWO044","TYWO045","TYWO046","TYWO047","TYWO048","TYWO049","TYWO050","TYWO051","TYWO052","TYWO065","TYWO066","TYWO067","TYWO068","TYWO069","TYWO070","TYWO053","TYWO054","TYWO055","TYWO056","TYWO057","TYWO058","TYWO059","TYWO060","TYWO061","TYWO062","TYWO063","TYWO064","TYWO034","TYWO071","TYWO072","TYWO035","TYWO036","TYWO037","TYWO038","TYWO039","TYWO040","TYWO073","TYWO074","TYWO075","TYWO076","TYWJ101","TYWN005","TYWJ113","TYWE015","TYWE016","TYWE020","TYWE018","TYWE017","TYWE012","TYWE019","TYWE021","TYWE013","TYWE014","TYWI001","TYWI002","TYWI003","TYWI004","TYWI005","TYWL009","TYWL010"
"11","Záhonyi","Észak-Alföld","Szabolcs-Szatmár-Bereg",2010,2.09519234,6.85196386,27.78255241,1.69561145,3.63467616,43.6127112,1.59827804,7.62453906,11.49366326,0.09967428,0.21066929,62.43820272,0.29985689,28.21511156,8.0331947,2.43249951,69.31955353,87.07742084,6.66669912,61.16963145,7.15082967,4.14857331,0.27391878,45.94180704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Csengeri","Észak-Alföld","Szabolcs-Szatmár-Bereg",2010,9.08522624,7.34692577,10.65318587,0.9495884,6.9055102,36.47149783,2.28184261,10.06007718,20.59323191,0.00253104,0.08072723,76.49769632,0.00286076,14.21953629,8.40328242,4.02088085,58.59590559,74.69673412,22.94699244,29.62005877,22.57150393,5.66282977,3.12339017,40.96495221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Bólyi","Dél-Dunántúl","Baranya",2010,16.98647109,41.5582554,9.77943161,0.05691532,0.39407418,69.21682689,30.62396788,13.05457639,11.50994381,6.38610205,10.49920057,96.40893664,0.64996564,0.0313125,2.80341154,30.96646011,23.85484942,99.95525433,21.21523902,41.58918129,4.70730642,6.04564925,8.00027083,43.69692473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Baktalórántházai","Észak-Alföld","Szabolcs-Szatmár-Bereg",2010,3.64851956,97.40063453,24.79687191,1.62114853,6.7112235,140.04745812,5.66394734,2.89546865,16.20006882,0.10977498,1.87810571,81.82176173,0.08636077,8.87925657,7.9448133,2.66889561,73.36707006,93.88571173,3.79159519,49.56862881,10.66971537,0.0860634,0.23583503,37.07842341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Tiszaújvárosi","Észak-Magyarország","Borsod-Abaúj-Zemplén",2010,5.51897995,4.56672368,24.76946467,1.13606745,3.1174389,40.25739443,4.77877272,39.24770006,11.20244202,10.96705523,3.35074508,87.4282962,0.07660347,0.17077928,11.74548319,9.56920682,16.00208191,86.80198904,31.87651631,22.81449876,14.3863147,13.84540233,5.86180604,46.59599087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Bélapátfalvai","Észak-Magyarország","Heves",2010,3.22257911,2.45604499,6.66752776,0.43652351,13.50069724,38.55029068,3.02870227,29.30827951,7.04638873,1.33881386,27.33998826,38.83962852,0.10449372,0.12316096,60.48292402,7.30836892,8.94656489,95.72684528,2.06195019,1.86920978,NA,NA,2.04136604,89.45759257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Szentendrei","Pest","Pest",2010,5.22844899,2.95871265,2.58948484,0.23601992,2.86939666,17.82043038,3.19069979,15.7713928,8.84143759,20.58537944,16.11063993,61.88214347,0.21423452,3.15472731,34.59697724,12.72934759,21.57505625,58.57594093,19.06589369,28.85392319,7.28686665,0.76818112,4.87954917,63.27521574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Várpalotai","Közép-Dunántúl","Veszprém",2010,6.74669724,4.68842168,3.84528777,1.29828068,11.55390491,30.47993233,2.91751649,8.21485268,9.01707368,15.2080566,9.13644735,37.01875099,0.83895007,0.49727893,61.28094623,6.02174134,11.94459467,98.89857776,46.63650752,11.59181871,11.38005944,6.59088423,4.25906783,36.32410648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Csongrádi","Dél-Alföld","Csongrád-Csanád",2010,5.72794538,21.34688509,4.1954339,3.10104768,4.19274542,40.93710358,4.64663122,12.93870897,8.03441325,5.38606142,16.83188997,84.10626137,1.90569956,0.37916393,13.18907996,7.54036742,29.02508568,89.94566349,26.92147755,22.77882782,13.66299492,3.87430849,18.35957304,49.86774208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Martonvásári","Közép-Dunántúl","Fejér",2010,21.53366846,8.91601195,2.38072215,0.64564772,1.16925157,36.12852018,7.07402556,2.98269946,1.36234522,11.50418962,11.69073136,90.87012199,0.75686753,0.75968799,7.42193677,18.3991436,16.78921086,99.33740772,29.38940091,28.23575032,12.60869461,8.22565508,7.1219759,31.34796238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Váci","Pest","Pest",2010,2.85908694,6.3363298,7.1117791,1.30562116,1.09366108,21.78523132,1.77132665,7.81622998,9.91264108,4.58408529,25.89051128,88.30059367,0.57444529,4.60224259,5.8147749,4.80611998,14.35729037,95.60467327,35.08519891,15.7466738,12.37976727,15.9276665,6.78156389,43.14979142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Tatai","Közép-Dunántúl","Komárom-Esztergom",2010,18.93678712,44.87176526,10.89424182,0.94795489,1.62206716,79.08452397,9.24703758,12.03756374,3.52694439,2.82941469,5.23804064,88.01288568,2.95088309,0.74229446,7.84736178,7.12292036,40.56125204,99.24563664,24.63031458,39.68707709,5.97764346,3.75214868,2.93955457,58.10790762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Ráckevei","Pest","Pest",2010,12.74024901,3.07411145,11.31664516,0.48929702,6.6482577,36.97427409,6.96648237,12.66861799,38.11967112,3.39068789,9.53175517,68.0139519,0.92883538,2.57863736,28.34923752,17.21637681,22.43704317,98.70614823,30.44146536,21.20030372,17.65822269,4.36612387,6.38582876,57.69598862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Budakeszi","Pest","Pest",2010,8.3817399,5.42731856,9.27296545,0.34002077,0.54310539,25.79379152,6.80334515,17.01076729,26.01424588,11.15997894,20.81945057,77.01349465,1.56593121,1.47183241,19.84897511,16.06963689,3.55489424,97.80974209,31.83284622,34.80140428,21.49673714,4.156596,3.68718145,52.56241787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Szentgotthárdi","Nyugat-Dunántúl","Vas",2010,3.00072667,32.65201271,88.81586763,0.27537975,0.46165026,126.98057488,5.11459114,15.37125504,2.06184846,0.06989317,3.16476266,75.31513669,0.15909756,0.76803304,23.22896602,2.27875486,51.11322344,95.57315577,18.00595543,42.85331506,4.97951658,8.80252962,3.15366209,73.08484486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Hatvani","Észak-Magyarország","Heves",2010,2.45141795,1.92211251,10.33428019,0.53748077,0.97761366,17.54678891,2.52164007,11.34605454,9.00204111,2.46195122,10.14970279,89.96824841,2.33900537,3.62622603,3.52044882,7.53403551,41.96934921,92.41825303,33.2683076,18.50251852,23.31138648,9.15557379,5.1177707,47.26561759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
