ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
2381;Csempeszkopács;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;2246;
3194;Pápa;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1944;
1094;Nagykozár;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;2220;
1163;Vasszentmihály;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;1622;
2377;Pereszteg;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1330;
2626;Valkonya;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1283;
1157;Petőmihályfa;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1455;
1150;Szenta;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1207;
2616;Szijártóháza;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;564;
2399;Kompolt;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;1367;
2527;Tolna;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;1732;
1287;Somogymeggyes;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1023;
1209;Nyírtura;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1568;
1243;Fedémes;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1339;
2206;Bakonypéterd;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2181;
0348;Edde;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;890;
1166;Legyesbénye;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1284;
1211;Kajárpéc;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2134;
1246;Rátka;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1461;
0690;Tengelic;Paksi;Tolna;Dél-Dunántúl;Dunántúl;1444;
2222;Marcaltő;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1714;
2577;Somlószőlős;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1552;
2213;Dombiratos;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;971;
2408;Jászivány;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1301;
2544;Benk;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1194;
2587;Told;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;505;
0254;Sumony;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;775;
2434;Bánk;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1848;
1960;Makkoshotyka;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;966;
2465;Vinár;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1996;
1992;Bókaháza;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1166;
0547;Bő;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;1727;
2476;Ugod;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1798;
0491;Trizs;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1501;
1985;Nemespátró;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1306;
3102;Kistelek;Kisteleki;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1374;
0514;Balatonkenese;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;1917;
0642;Kaposszerdahely;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1714;
1436;Bosta;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;808;
2937;Vasszécseny;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;2143;
1623;Tiszaderzs;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1005;
3003;Drávaszerdahely;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1083;
0556;Lovas;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1813;
0313;Taktaszada;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;843;
0724;Apc;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;1649;
2860;Drávaszabolcs;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1041;
2851;Porrogszentpál;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;805;
3173;Nagymaros;Szobi;Pest;Pest;Közép-Magyarország;1764;
0613;Csapi;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1169;
0319;Rábahídvég;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1682;
0651;Kismányok;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;1114;
0621;Hollád;Marcali;Somogy;Dél-Dunántúl;Dunántúl;596;
1029;Gárdony;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;2251;
1241;Fertőrákos;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1058;
2071;Bedegkér;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1043;
1012;Győrtelek;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;808;
3177;Olaszliszka;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;968;
0616;Nemesapáti;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1656;
1974;Olaszfa;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1146;
2460;Szuhogy;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1284;
3325;Felpéc;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2175;
1912;Gyöngyössolymos;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;2254;
3097;Levelek;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1336;
1707;Jánd;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1139;
2191;Dör;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1796;
0440;Bekölce;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;1130;
1472;Pálfiszeg;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1596;
1841;Várbalog;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1348;
1363;Besenyőd;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;850;
1918;Fityeház;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1700;
2698;Csővár;Váci;Pest;Pest;Közép-Magyarország;1808;
0406;Küngös;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;1951;
0566;Ozora;Tamási;Tolna;Dél-Dunántúl;Dunántúl;860;
1959;Pusztaottlaka;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;791;
1790;Hegyeshalom;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1201;
2620;Várkesző;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1395;
1351;Jászszentandrás;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1754;
2114;Apostag;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1743;
0307;Balatoncsicsó;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1274;
1117;Kéthely;Marcali;Somogy;Dél-Dunántúl;Dunántúl;1170;
1520;Békéscsaba;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;1828;
2151;Pécsbagota;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;1061;
0540;Babarc;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;1185;
0770;Szepetnek;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1399;
0747;Berkesz;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1208;
0413;Töttös;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;977;
2374;Bakonybél;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;1704;
2117;Balatonfüred;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1905;
3090;Gasztony;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;1646;
0466;Mihályháza;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1710;
2966;Alsónána;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;1207;
0366;Cered;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1436;
1813;Ácsteszér;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1761;
0527;Kánya;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1509;
3094;Gersekarát;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1575;
0646;Füzérkajata;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;907;
2250;Erdőhorváti;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1145;
0572;Kisbeszterce;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;922;
1608;Kispáli;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;2413;
2763;Úny;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1802;
3061;Csarnóta;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1125;
0564;Szilvásvárad;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;1694;
0858;Baracska;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;1889;
0792;Szentgál;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;1696;
0397;Baksa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;1538;
3395;Bőny;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2129;
0475;Misefa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1872;
2689;Karancsság;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;904;
0990;Rácalmás;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;2417;
0544;Komárom;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2418;
1142;Pula;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;1537;
1487;Mátraderecske;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1432;
2302;Rudabánya;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1168;
0499;Garbolc;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;702;
1996;Mátraballa;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1720;
2749;Csöde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;975;
2304;Szécsénke;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1395;
2186;Darnózseli;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1748;
0372;Zebecke;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;744;
3255;Gödöllő;Gödöllői;Pest;Pest;Közép-Magyarország;2447;
0476;Borszörcsök;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1321;
2269;Veszprémvarsány;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2067;
2305;Nyárlőrinc;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1715;
1426;Táp;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2147;
0326;Badacsonytördemic;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1327;
2803;Nekézseny;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1648;
1330;Zalaszentlőrinc;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1581;
0959;Tura;Aszódi;Pest;Pest;Közép-Magyarország;1554;
0519;Szorosad;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1515;
1945;Kutasó;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1003;
2615;Gérce;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;1724;
1939;Bélmegyer;Békési;Békés;Dél-Alföld;Alföld és Észak;1433;
2828;Nagyvisnyó;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;1425;
3370;Rábacsécsény;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2114;
2270;Főnyed;Marcali;Somogy;Dél-Dunántúl;Dunántúl;897;
1007;Istenmezeje;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1420;
2627;Bőszénfa;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1392;
2261;Szomód;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2318;
2451;Ecser;Vecsési;Pest;Pest;Közép-Magyarország;2219;
2383;Zalaháshágy;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1386;
0515;Somlójenő;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1194;
2339;Újiráz;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1131;
1433;Arló;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;696;
1271;Pázmándfalu;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2016;
2340;Nagytarcsa;Gödöllői;Pest;Pest;Közép-Magyarország;2561;
0706;Városlőd;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;1709;
2510;Hangony;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1201;
0744;Kocsord;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1370;
1774;Zádor;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;876;
1867;Páhi;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1386;
2878;Taktakenéz;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;611;
0352;Baja;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1627;
2068;Okorág;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;800;
2920;Boba;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;2171;
2166;Zabar;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;755;
1460;Lápafő;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;960;
1810;Battonya;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;949;
2091;Nagyér;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1125;
0206;Gönyű;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2255;
0361;Malomsok;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1699;
2968;Zalatárnok;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1441;
1367;Tengeri;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;737;
1178;Zalakaros;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1260;
1391;Magyarkeresztúr;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1521;
1202;Csólyospálos;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1019;
0421;Nyomár;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1746;
3041;Bakonyoszlop;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;1531;
1444;Tiszatelek;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1416;
0559;Izsófalva;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1081;
2121;Karcsa;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1248;
1010;Áporka;Ráckevei;Pest;Pest;Közép-Magyarország;1780;
0973;Vigántpetend;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1797;
1835;Uppony;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1506;
1462;Zákány;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1507;
0558;Nagycsécs;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1250;
1995;Biharkeresztes;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1068;
2823;Dabrony;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1249;
0847;Szajk;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;1952;
3308;Gordisa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;430;
1347;Bucsa;Szeghalmi;Békés;Dél-Alföld;Alföld és Észak;1396;
1493;Bodony;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1243;
2365;Herend;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;2145;
3209;Királd;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1110;
0885;Karancskeszi;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1157;
1872;Kupa;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;916;
0316;Szuhafő;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1441;
1016;Püspökladány;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1593;
1659;Oroszi;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1376;
1494;Ságvár;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1295;
1372;Gacsály;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;671;
1811;Nagycsány;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;1087;
1931;Ősagárd;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1609;
0381;Hévíz;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1449;
0456;Ábrahámhegy;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1502;
0941;Várdomb;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;1644;
3307;Tarhos;Békési;Békés;Dél-Alföld;Alföld és Észak;1364;
0668;Aka;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2077;
2589;Monostorpályi;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1341;
0320;Nyim;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1166;
3248;Szegvár;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1601;
0693;Vállaj;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;863;
2025;Csehbánya;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;2237;
1957;Krasznokvajda;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1125;
1894;Boldogkőújfalu;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;572;
1028;Kondoros;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;1535;
0589;Vokány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1031;
1486;Látrány;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1150;
2732;Vámosatya;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;934;
3073;Szerencs;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1730;
1962;Mezőberény;Békési;Békés;Dél-Alföld;Alföld és Észak;1418;
1123;Kőtelek;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;998;
2200;Törtel;Ceglédi;Pest;Pest;Közép-Magyarország;1386;
0210;Maróc;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1474;
1949;Nógrádsipek;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;1377;
3020;Borsodszentgyörgy;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1523;
2087;Szin;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;679;
1755;Mezőfalva;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;1834;
1930;Győrsövényház;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1968;
1967;Újkér;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1632;
2614;Nagysimonyi;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;1892;
1887;Mátészalka;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1889;
1514;Vámosújfalu;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1662;
0874;Karakószörcsök;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1525;
0791;Nemesdéd;Marcali;Somogy;Dél-Dunántúl;Dunántúl;483;
2537;Magyaregres;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1529;
0324;Őrhalom;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1657;
2102;Hegyszentmárton;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;1170;
0822;Hegyhátszentpéter;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1331;
1956;Pély;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;1126;
0895;Tiborszállás;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1285;
3245;Nyírkáta;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;718;
0909;Kaposfő;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1593;
1240;Vámosszabadi;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2101;
1134;Cegléd;Ceglédi;Pest;Pest;Közép-Magyarország;1845;
2056;Újireg;Tamási;Tolna;Dél-Dunántúl;Dunántúl;918;
2882;Szeremle;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1236;
1501;Tápióbicske;Nagykátai;Pest;Pest;Közép-Magyarország;1476;
1519;Szólád;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1329;
0812;Sajóörös;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;2596;
1798;Andornaktálya;Egri;Heves;Észak-Magyarország;Alföld és Észak;1990;
3070;Vaskeresztes;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;1619;
2030;Apagy;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1481;
0986;Pölöske;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1488;
0328;Hirics;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;672;
1525;Lábatlan;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1899;
1284;Kisjakabfalva;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1259;
0294;Biri;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1351;
0902;Őr;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1291;
2396;Teleki;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;597;
0995;Kövegy;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1152;
0748;Győrújbarát;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2748;
2554;Karancsberény;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1729;
1904;Szurdokpüspöki;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1814;
1970;Buj;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1217;
1805;Sámod;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;975;
0593;Karácsond;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;1696;
0344;Mezőzombor;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;931;
1818;Baktakék;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;853;
1430;Závod;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;769;
0713;Cserszegtomaj;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1343;
3315;Bóly;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;1898;
3207;Teklafalu;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;816;
1847;Csévharaszt;Monori;Pest;Pest;Közép-Magyarország;2054;
1173;Orfű;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1726;
1626;Szentkirályszabadja;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;1873;
1300;Gemzse;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;767;
0913;Bag;Aszódi;Pest;Pest;Közép-Magyarország;1573;
3159;Rédics;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1402;
0662;Szécsény;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;1752;
0274;Fáj;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;459;
2994;Ipacsfa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1097;
2744;Barlahida;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1772;
3210;Inárcs;Dabasi;Pest;Pest;Közép-Magyarország;1929;
2657;Szigetvár;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;1579;
3254;Nemesnádudvar;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1163;
0493;Taszár;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1693;
2131;Csurgó;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1361;
2840;Gyöngyfa;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;614;
0625;Zsadány;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;1141;
1221;Tállya;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1286;
3096;Gyékényes;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1146;
3250;Kunszentmárton;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1563;
2705;Békás;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1580;
0488;Ágfalva;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1137;
3137;Pusztacsalád;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1418;
2870;Szabadbattyán;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;2093;
1360;Túristvándi;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;889;
3047;Babócsa;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;1066;
2613;Nagyvenyim;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;2218;
2188;Szeghalom;Szeghalmi;Békés;Dél-Alföld;Alföld és Észak;1518;
2988;Bihartorda;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1156;
0719;Patak;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1466;
